Sample Query Output and converted into .csv file for execution
COLLECTION_LOCATION_ID,COLLECTION_LOCATION_UUID,CONFIG_LOCATION_UUID,CUSTOMER_ORDER_SHORT_ID,CUSTOMER_ORDER_UUID,FO_SHORT_ID,FO_UUID,LATITUDE,LONGITUDE,MAIN_STORE_LOCATION_UUID,MAIN_STORE_ID,ORDER_SLOT_END_TIME,ORDER_SLOT_START_TIME,ORDER_WEIGHT,SHIP_TO_POSTCODE,VEHICLE_TYPE,fulfilmentMethod,fulfilmentProposition,id,reservationStatus
7319,655d1d29-b014-4472-b30d-61ebe025e2ad,655d1d29-b014-4472-b30d-61ebe025e2ad,9190-8415-202,trn:tesco:order:v3:r2:uuid:40ec39a7-dcfa-42ac-a2e4-77460ef44150,1DBHII,trn:tesco:fulfilmentOrder:uuid:0415ea71-2355-47f2-baa1-64140a040ba3,51.77587717,-0.220761368,8c925f12-1918-4375-b0a3-6d537650b671,2654,2025-07-16T15:00:00Z,2025-07-16T14:00:00Z,52.71,AL9 5JY,CLICK_AND_COLLECT,CLICK_AND_COLLECT,GHS,r::10302848248,CONFIRMED
7319,655d1d29-b014-4472-b30d-61ebe025e2ad,655d1d29-b014-4472-b30d-61ebe025e2ad,4290-8984-931,trn:tesco:order:v3:r2:uuid:2c45f3ae-96a1-4282-bef8-5e1daaa360e0,1E0X45,trn:tesco:fulfilmentOrder:uuid:e1b5c060-919c-4172-a53c-6317b0126517,51.77587717,-0.220761368,8c925f12-1918-4375-b0a3-6d537650b671,2654,2025-07-16T15:00:00Z,2025-07-16T14:00:00Z,61.47,AL9 5JY,CLICK_AND_COLLECT,CLICK_AND_COLLECT,GHS,r::10304423026,CONFIRMED
7319,655d1d29-b014-4472-b30d-61ebe025e2ad,655d1d29-b014-4472-b30d-61ebe025e2ad,4290-8638-002,trn:tesco:order:v3:r2:uuid:f6eb52a1-1111-4eee-815a-aedcafe9e1d8,1E24A1,trn:tesco:fulfilmentOrder:uuid:a3ebcccc-69ec-4ca4-b35c-c07332531bda,51.77587717,-0.220761368,8c925f12-1918-4375-b0a3-6d537650b671,2654,2025-07-16T15:00:00Z,2025-07-16T14:00:00Z,38.35,AL9 5JY,CLICK_AND_COLLECT,CLICK_AND_COLLECT,GHS,r::10304520626,CONFIRMED
7319,655d1d29-b014-4472-b30d-61ebe025e2ad,655d1d29-b014-4472-b30d-61ebe025e2ad,6290-8807-261,trn:tesco:order:v3:r2:uuid:cb6b5286-31c9-4c8a-aca3-4e349b3e66a2,1EDELS,trn:tesco:fulfilmentOrder:uuid:a8d59753-076c-410c-9c02-211f2a013235,51.77587717,-0.220761368,8c925f12-1918-4375-b0a3-6d537650b671,2654,2025-07-16T15:00:00Z,2025-07-16T14:00:00Z,29.38,AL9 5JY,CLICK_AND_COLLECT,CLICK_AND_COLLECT,GHS,r::10305209018,CONFIRMED
